term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Major_Black_Total,,195185,69102257,2443764,1854959,588805,3.5,2.7,0.9,14655,7.5,4425085,679130,436813,242317,15.3,9.9,5.5,1363322,142015,42185,151,229,115225,5624,18076,162616,1849443,123420,53407,321117,88880,586824,2436267
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Black_Caribbean,,45435,16291207,725244,523023,202221,4.5,3.2,1.2,5265,11.6,1725013,267771,164977,102794,15.5,9.6,6,391391,37878,1296,40,54,28520,1128,9436,52176,521919,30494,26179,114807,30282,201762,723681
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Black_African,,124935,44079866,1375053,1073766,301287,3.1,2.4,0.7,7080,5.7,1996880,301698,200080,101618,15.1,10,5.1,781922,85090,37808,91,99,68431,3999,6319,86305,1070064,76881,19038,157960,46079,299958,1370022
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Any_other_black_background,,24815,8731184,343467,258170,85297,3.9,3,1,2310,9.3,703192,109661,71756,37905,15.6,10.2,5.4,190009,19047,3081,20,76,18274,497,2321,24135,257460,16045,8190,48350,12519,85104,342564
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Major_Chinese,,12870,4580076,154398,131569,22829,3.4,2.9,0.5,685,5.3,215446,30142,23344,6798,14,10.8,3.2,80958,10296,278,27,15,28027,1468,98,10161,131328,13039,1476,6260,1954,22729,154057
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Major_Any_Other_Ethnic_Group,,57750,20013927,1004504,732877,271627,5,3.7,1.4,7685,13.3,2320973,347896,218583,129313,15,9.4,5.6,514153,50761,26952,50,685,77519,4908,2056,53929,731013,108602,11000,123747,27655,271004,1002017
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Minority_Ethnic_Group,,999095,354597656,17226640,13354968,3871672,4.9,3.8,1.1,123800,12.4,39697913,6125252,4147307,1977945,15.4,10.4,5,9777965,827930,299947,758,165436,1212251,71837,49416,897954,13303494,1225863,231360,1985876,415505,3858604,17162098
six half terms,201213,National,E92000001,England,State-funded primary,,Ethnicity_Major_Unclassified,,106450,19888464,1114451,837978,276473,5.6,4.2,1.4,19660,18.5,3194930,551135,367692,183443,17.3,11.5,5.7,588916,54970,3465,20,12967,93673,1491,5890,74690,836082,65527,20531,161263,28463,275784,1111866
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_1_and_below,,638105,227665639,11962245,9981898,1980347,5.3,4.4,0.9,84865,13.3,28249267,4232315,3163681,1068634,15,11.2,3.8,7477199,617516,59393,115,42199,1217991,20551,18334,505613,9958911,638826,163885,973863,198687,1975261,11934172
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_2,,615045,220286998,10494358,8680616,1813742,4.8,3.9,0.8,67215,10.9,22274542,3300161,2404575,895586,14.8,10.8,4,6358416,543800,58789,122,40868,1141829,19174,23625,473621,8660244,605743,150322,876714,176024,1808803,10469047
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_3,,601050,215048946,9808370,8098515,1709855,4.6,3.8,0.8,61055,10.2,20131631,2985314,2163809,821505,14.8,10.7,4.1,5858741,511446,58197,223,41233,1100078,18070,30934,466221,8085143,563872,135206,833638,174072,1706788,9791931
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_4,,586870,210524782,9466293,7830456,1635837,4.5,3.7,0.8,58390,9.9,19457272,2882785,2106366,776419,14.8,10.8,4,5673471,495153,55443,213,40966,1034129,14975,37653,465045,7817048,535290,122909,808142,166292,1632633,9449681
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_5,,552580,198872378,8936079,7405546,1530533,4.5,3.7,0.8,55910,10.1,18692378,2788321,2057552,730769,14.9,11,3.9,5383994,471370,52841,306,38467,928268,13540,41124,463265,7393175,488511,106350,770153,162642,1527656,8920831
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_6,,521390,190227403,8321334,6915271,1406063,4.4,3.6,0.7,49435,9.5,16978066,2544938,1889349,655589,15,11.1,3.9,5026844,461004,49038,800,30435,777980,11111,45746,501416,6904374,441553,92431,721714,147710,1403408,8307782
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_7,,3175,1163700,57334,50019,7315,4.9,4.3,0.6,380,11.9,129184,20020,15778,4242,15.5,12.2,3.3,36310,3525,65,0,9,5975,36,333,3339,49592,2072,604,3975,357,7008,56600
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_8,,750,273975,16134,12840,3294,5.9,4.7,1.2,130,17,44852,7868,5827,2041,17.5,13,4.6,9417,1219,33,1,104,516,0,282,856,12428,819,181,1835,183,3018,15446
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_9,,145,51649,3826,3008,818,7.4,5.8,1.6,30,21.7,11013,2083,1514,569,18.9,13.7,5.2,1834,373,0,0,0,307,0,102,392,3008,175,116,520,7,818,3826
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_10,,175,64461,3134,2465,669,4.9,3.8,1,15,9.8,5983,1000,633,367,16.7,10.6,6.1,1563,334,0,0,0,323,0,17,228,2465,140,77,448,4,669,3134
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_11,,155,47246,3477,2074,1403,7.4,4.4,3,25,16.6,7801,2201,1055,1146,28.2,13.5,14.7,1500,223,0,0,0,15,0,41,295,2074,112,120,1158,13,1403,3477
six half terms,201213,National,E92000001,England,State-funded primary,,NC_Year_Not_followed_or_missing,,27005,796359,131010,64545,66465,16.5,8.1,8.3,11000,40.7,306164,119758,56051,63707,39.1,18.3,20.8,26925,2366,169,4,2802,3602,110,1045,27472,64495,4834,1356,52128,8117,66435,130930
six half terms,201213,National,E92000001,England,State-funded primary,,FSM_eligible,,647695,228262424,14838431,10970568,3867863,6.5,4.8,1.7,135550,20.9,46106716,7241233,4822814,2418419,15.7,10.5,5.2,8456514,758998,77203,255,67852,671257,13354,93294,798771,10937498,602789,400882,2421795,432588,3858054,14795552
six half terms,201213,National,E92000001,England,State-funded primary,,FSM_Not_eligible,,2818080,1030577565,43652207,37638002,6014205,4.2,3.7,0.6,223860,7.9,78152772,11074607,8723085,2351522,14.2,11.2,3,27175069,2328556,252248,1513,155260,5506541,82451,90460,1985147,37577245,2648048,362331,2422255,569201,6001835,43579080
six half terms,201213,National,E92000001,England,State-funded primary,,FSM_unclassified,,80670,6183547,712956,438683,274273,11.5,7.1,4.4,29045,36,2028665,570924,320291,250633,28.1,15.8,12.4,224631,20775,4517,16,13971,33215,1762,15482,123845,438214,31110,10344,200238,32319,274011,712225
six half terms,201213,National,E92000001,England,State-funded primary,,FSM_eligible_in_last_6_years,,949055,344212851,20694719,15651582,5043137,6,4.5,1.5,170975,18,60071020,9210684,6256642,2954042,15.3,10.4,4.9,12011550,1059730,117657,382,78271,1127711,20897,122357,1067614,15606169,937314,494034,3030831,568149,5030328,20636497
six half terms,201213,National,E92000001,England,State-funded primary,,FSM_not_eligible_in_last_6_years,,2436140,903144169,37107005,32463980,4643025,4.1,3.6,0.5,172735,7.1,61988812,8706570,7031583,1674987,14,11.3,2.7,23286799,1994571,210982,1374,132786,4993324,74167,57305,1665209,32416517,2265643,256241,1696605,415453,4633942,37050459
six half terms,201213,National,E92000001,England,State-funded primary,,FSM_unclassified_in_last_6_years,,161255,17666516,1401870,931691,470179,7.9,5.3,2.7,44745,27.7,4228321,969510,577965,391545,22.9,13.7,9.3,557865,54028,5329,28,26026,89978,2503,19574,174940,930271,78990,23282,316852,50506,469630,1399901
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_provision_No_identified_SEN,,2833765,1020398992,44672844,37490722,7182122,4.4,3.7,0.7,259765,9.2,86523525,12476256,9258317,3217939,14.4,10.7,3.7,27511072,2117933,268768,1494,134157,5202069,80455,40018,2062528,37418494,2637731,489520,3320137,717701,7165089,44583583
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_provision_With_statement,,53525,18906493,1287768,1112648,175120,6.8,5.9,0.9,11405,21.3,3814032,660932,548627,112305,17.3,14.4,2.9,717534,161289,4856,49,2668,83813,1370,26880,110756,1109215,45638,20655,90898,17288,174479,1283694
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_provision_SEN_without_statement,,632155,224921692,13111972,10379338,2732634,5.8,4.6,1.2,106280,16.8,35644432,5629818,4003195,1626623,15.8,11.2,4.6,7600683,826741,60175,237,97456,921529,15632,131293,707007,10360753,593744,262026,1581125,291002,2727897,13088650
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_provision_Unclassified,,27005,796359,131010,64545,66465,16.5,8.1,8.3,11000,40.7,306164,119758,56051,63707,39.1,18.3,20.8,26925,2366,169,4,2802,3602,110,1045,27472,64495,4834,1356,52128,8117,66435,130930
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Autistic_spectrum_disorder,,21680,7942604,482088,412433,69655,6.1,5.2,0.9,3690,17,1305408,219146,175817,43329,16.8,13.5,3.3,284010,37823,1475,13,350,37028,367,7251,43427,411744,18156,8122,36022,7163,69463,481207
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Hearing_impairment,,6145,2266410,130661,112155,18506,5.8,4.9,0.8,960,15.7,346458,51898,41533,10365,15,12,3,73053,20857,820,1,294,10287,225,263,6121,111921,6171,1441,8574,2293,18479,130400
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Moderate_learning_difficulty,,57330,20879403,1320480,1021016,299464,6.3,4.9,1.4,11025,19.2,3902514,627234,437893,189341,16.1,11.2,4.9,758564,89612,4959,11,15713,73891,1470,10103,65588,1019911,57166,29994,181246,30759,299165,1319076
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Multi-sensory_impairment,,445,163533,11252,9959,1293,6.9,6.1,0.8,100,22.8,36528,5875,5003,872,16.1,13.7,2.4,6396,1822,36,0,0,788,15,72,780,9909,494,115,465,214,1288,11197
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Other_difficulty/disability,,11045,4058238,295855,251484,44371,7.3,6.2,1.1,2570,23.3,928239,164049,134299,29750,17.7,14.5,3.2,174766,37467,939,3,1301,18499,307,1269,16031,250582,10298,4399,24711,4920,44328,294910
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Physical_disability,,10940,4023493,353324,319375,33949,8.8,7.9,0.8,3355,30.7,1218115,220366,197198,23168,18.1,16.2,1.9,202469,74229,1055,8,601,21445,446,509,18142,318904,9789,3525,16766,3803,33883,352787
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Profound_and_multiple_learning_difficulty,,1210,437424,38282,33594,4688,8.8,7.7,1.1,365,30.3,129342,23607,20132,3475,18.3,15.6,2.7,21828,6419,125,7,85,2268,12,108,2613,33465,1112,523,2608,438,4681,38146
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Speech_language_and_communications_needs,,73685,27001988,1492987,1224419,268568,5.5,4.5,1,10865,14.7,3872822,585181,436545,148636,15.1,11.3,3.8,896336,120701,8465,48,6907,103521,1898,7763,74784,1220423,66138,25392,146496,29659,267685,1488108
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Severe_learning_difficulty,,3695,1338064,94536,80924,13612,7.1,6,1,845,22.9,296882,49861,40990,8871,16.8,13.8,3,55958,11429,433,3,265,5444,86,687,6391,80696,3226,1521,7202,1652,13601,94297
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Specific_learning_difficulty,,25785,9511187,537163,439389,97774,5.6,4.6,1,3930,15.2,1409594,217887,160467,57420,15.5,11.4,4.1,321467,38322,1582,8,3416,40370,552,3245,29538,438500,21552,9548,54501,12012,97613,536113
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Visual_impairment,,3670,1350971,86682,75198,11484,6.4,5.6,0.9,700,19.1,251376,40637,34169,6468,16.2,13.6,2.6,48519,14715,502,8,50,6441,248,220,4348,75051,3527,1028,5642,1266,11463,86514
six half terms,201213,National,E92000001,England,State-funded primary,,SEN_primary_need_Unclassified,,80620,25922031,1684640,1322283,362357,6.5,5.1,1.4,16960,21,4774853,852665,614284,238381,17.9,12.9,5,828806,119053,4544,52,8205,103069,1267,87629,166642,1319267,65450,44711,213690,37906,361757,1681024
six half terms,201213,National,E92000001,England,State-funded primary,,First_language_Known_or_believed_to_be_English,,2883415,1035640505,48116593,40519131,7597462,4.6,3.9,0.7,306210,10.6,100933481,15119030,11340846,3778184,15,11.2,3.7,29544108,2582617,76491,1381,231209,5423263,38129,183335,2385698,40466231,2321034,678053,3810994,775181,7585262,48051493
six half terms,201213,National,E92000001,England,State-funded primary,,First_language_Known_or_believed_to_be_other_than_English,,656280,227213868,10977431,8444249,2533182,4.8,3.7,1.1,81285,12.4,25107507,3726477,2498687,1227790,14.8,10,4.9,6252195,520295,256372,401,5487,778977,59117,15521,515552,8403917,955011,94004,1218837,255546,2523398,10927315
six half terms,201213,National,E92000001,England,State-funded primary,,First_language_Unclassified,,6755,2169163,109570,83873,25697,5.1,3.9,1.2,955,14.1,247165,41257,26657,14600,16.7,10.8,5.9,59911,5417,1105,2,387,8773,321,380,6513,82809,5902,1500,14457,3381,25240,108049
six half terms,201213,National,E92000001,England,State-funded secondary,,Total,,2851425,989656690,58287718,44647795,13639923,5.9,4.5,1.4,471370,16.5,153612405,27989738,18262816,9726922,18.2,11.9,6.3,32622942,3902983,214890,792664,69172,1897144,23194,1135952,3586862,44245803,1927925,629760,9402312,1582930,13542927,57788730
six half terms,201213,National,E92000001,England,State-funded secondary,,Gender_male,,1444695,501677257,28870774,22129089,6741685,5.8,4.4,1.3,229410,15.9,74932783,13572961,8832543,4740418,18.1,11.8,6.3,15988397,1794189,115659,416680,38618,938185,11883,819978,1773870,21897459,944423,320167,4619153,806216,6689959,28587418
six half terms,201213,National,E92000001,England,State-funded secondary,,Gender_female,,1406725,487979433,29416944,22518706,6898238,6,4.6,1.4,241960,17.2,78679622,14416777,9430273,4986504,18.3,12,6.3,16634545,2108794,99231,375984,30554,958959,11311,315974,1812992,22348344,983502,309593,4783159,776714,6852968,29201312
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Major_White_Total,,2231865,782645830,47875379,36934038,10941341,6.1,4.7,1.4,386200,17.3,128369482,23598953,15504239,8094714,18.4,12.1,6.3,27222269,3195414,34740,651142,65783,1590494,10600,874327,2960610,36605379,1485237,488356,7712734,1178582,10864909,47470288
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_British,,2107440,739976394,44921477,34933071,9988406,6.1,4.7,1.3,359565,17.1,119853235,22001318,14601923,7399395,18.4,12.2,6.2,25810423,3019775,23280,622324,30358,1503491,9138,820706,2783756,34623251,1345645,456918,7059830,1055783,9918176,44541427
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Irish,,9425,3304820,216273,164424,51849,6.5,5,1.6,1755,18.6,576192,110491,69667,40824,19.2,12.1,7.1,115451,15245,182,4310,757,4901,47,4572,16010,161475,3847,2465,36983,8104,51399,212874
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Traveller_of_Irish_heritage,,1175,358045,80661,43020,37641,22.5,12,10.5,825,70.2,240030,74856,38706,36150,31.2,16.1,15.1,16373,1533,58,179,13844,291,0,3124,7240,42642,1304,807,29961,5477,37549,80191
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Gypsy_Roma,,5960,1867955,318616,154461,164155,17.1,8.3,8.8,3690,61.9,1130601,277204,126854,150350,24.5,11.2,13.3,86267,10341,310,451,20305,2445,33,9710,22822,152684,8904,3141,133752,16429,162226,314910
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_white_background,,107860,37138616,2338352,1639062,699290,6.3,4.4,1.9,20365,18.9,6569424,1135084,667089,467995,17.3,10.2,7.1,1193755,148520,10910,23878,519,79366,1382,36215,130782,1625327,125537,25025,452208,92789,695559,2320886
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Mixed_Total,,114870,40098209,2474647,1811133,663514,6.2,4.5,1.7,20735,18.1,6808145,1256361,772114,484247,18.5,11.3,7.1,1303980,156021,10210,31375,475,58663,1170,69381,162763,1794038,69262,41757,465996,82013,659028,2453066
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Black_Caribbean,,38075,13213638,931961,649145,282816,7.1,4.9,2.1,8430,22.1,2764056,528340,309701,218639,19.1,11.2,7.9,464819,52702,677,7636,4,16055,137,34496,66280,642806,22062,18442,207145,32952,280601,923407
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Black_African,,13020,4542613,253837,185846,67991,5.6,4.1,1.5,1995,15.3,653532,118676,72632,46044,18.2,11.1,7,134176,16460,1258,3029,24,6105,131,6963,15776,183922,7849,4427,45884,9522,67682,251604
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Asian,,24635,8695751,490920,378489,112431,5.6,4.4,1.3,3810,15.5,1270781,227866,148426,79440,17.9,11.7,6.3,275371,33647,4020,8442,5,14655,402,8697,30113,375352,14418,5951,77982,13463,111814,487166
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_Mixed_background,,39145,13646207,797929,597653,200276,5.8,4.4,1.5,6505,16.6,2119776,381479,241355,140124,18,11.4,6.6,429614,53212,4255,12268,442,21848,500,19225,50594,591958,24933,12937,134985,26076,198931,790889
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Asian_Total,,247715,86913095,4151337,3173424,977913,4.8,3.7,1.1,28385,11.5,9391077,1486416,978601,507815,15.8,10.4,5.4,2264802,280344,125286,58536,182,139973,8376,61481,207098,3146078,219924,38355,562760,149972,971011,4117089
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Indian,,67835,24001850,956163,794133,162030,4,3.3,0.7,5335,7.9,1768046,270622,199654,70968,15.3,11.3,4,553562,74440,23853,26614,31,47237,1429,7661,52967,787794,43891,6487,84539,26685,161602,949396
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Pakistani,,98785,34523006,1894658,1391574,503084,5.5,4,1.5,14445,14.6,4805380,764506,487346,277160,15.9,10.1,5.8,1010043,117455,62061,14922,78,54147,4309,34932,85806,1383753,112387,18087,296443,74376,501293,1885046
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Bangladeshi,,41010,14410127,714173,530775,183398,5,3.7,1.3,4825,11.8,1617452,257383,163811,93572,15.9,10.1,5.8,394921,43883,24444,3761,18,12068,1348,11586,29656,521685,29133,8612,111888,29851,179484,701169
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_Asian_background,,40085,13978112,586343,456942,129401,4.2,3.3,0.9,3780,9.4,1200199,193905,127790,66115,16.2,10.6,5.5,306276,44566,14928,13239,55,26521,1290,7302,38669,452846,34513,5169,69890,19060,128632,581478
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Black_Total,,137035,47500090,1869847,1377387,492460,3.9,2.9,1,12310,9,3857215,662886,412062,250824,17.2,10.7,6.5,914999,147561,24973,20535,42,40339,1147,87366,128920,1365882,60057,38286,295625,95360,489328,1855210
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Black_Caribbean,,38700,13400150,676127,490912,185215,5,3.7,1.4,5145,13.3,1661778,295486,180995,114491,17.8,10.9,6.9,331657,48216,1114,6240,10,12324,267,34943,51817,486588,16351,17043,119672,31255,184321,670909
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Black_African,,82830,28746317,944490,706875,237615,3.3,2.5,0.8,5310,6.4,1606798,262742,167146,95596,16.4,10.4,5.9,461616,81479,22245,11779,28,22717,768,41656,58948,701236,36146,15640,131980,52189,235955,937191
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_black_background,,15500,5353623,249230,179600,69630,4.7,3.4,1.3,1855,12,588639,104658,63921,40737,17.8,10.9,6.9,121726,17866,1614,2516,4,5298,112,10767,18155,178058,7560,5603,43973,11916,69052,247110
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Chinese,,9995,3511180,91508,76696,14812,2.6,2.2,0.4,390,3.9,125972,19191,14562,4629,15.2,11.6,3.7,46339,8852,186,5611,6,7632,192,401,6803,76022,5315,742,6017,2633,14707,90729
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Any_Other_Ethnic_Group,,38080,13086224,655482,461852,193630,5,3.5,1.5,4890,12.8,1541367,257766,152048,105718,16.7,9.9,6.9,309923,47241,16338,6377,391,26010,1230,13984,37107,458601,49044,7191,106910,29372,192517,651118
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Minority_Ethnic_Group,,672120,233778234,12196723,8901459,3295264,5.2,3.8,1.4,93340,13.9,30240023,5280255,3231703,2048552,17.5,10.7,6.8,6251889,815658,188453,151252,36521,359620,13577,286234,719545,8822749,543194,157769,2090212,482149,3273324,12096073
six half terms,201213,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Unclassified,,71865,15902062,1169518,813265,356253,7.4,5.1,2.2,18465,25.7,3519147,708165,429190,278975,20.1,12.2,7.9,560630,67550,3157,19088,2293,34033,479,29012,83561,799803,39086,15073,252270,44998,351427,1151230
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_1_and_below,,3525,1215878,69452,53015,16437,5.7,4.4,1.4,595,16.9,191815,29334,20150,9184,15.3,10.5,4.8,40149,3231,467,1,152,3738,35,234,3411,51418,3249,889,8637,2754,15529,66947
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_2,,3195,1102414,59366,43573,15793,5.4,4,1.4,465,14.5,150166,24036,14676,9360,16,9.8,6.2,32161,2955,329,1,66,3195,26,271,3561,42565,3309,931,9226,1640,15106,57671
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_3,,2905,1001440,51520,39451,12069,5.1,3.9,1.2,380,13.1,122502,19261,12977,6284,15.7,10.6,5.1,28549,2465,266,2,265,3374,0,212,3223,38356,2796,870,5997,1945,11608,49964
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_4,,2735,950388,46620,34698,11922,4.9,3.7,1.3,360,13.1,116330,17744,11244,6500,15.3,9.7,5.6,25305,2212,215,37,155,2954,40,364,2523,33805,2687,634,6734,1463,11518,45323
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_5,,17490,6350390,286779,250537,36242,4.5,3.9,0.6,1745,10,592098,87169,69490,17679,14.7,11.7,3,186013,16829,892,10,433,27194,244,1538,15889,249042,13315,1950,17244,3274,35783,284825
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_6,,20485,7387774,353149,308408,44741,4.8,4.2,0.6,2240,10.9,767639,121386,98199,23187,15.8,12.8,3,225159,21266,966,15,1771,33022,617,2290,21968,307074,15527,2068,22258,4491,44344,351418
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_7,,536685,194359017,9264220,7698439,1565781,4.8,4,0.8,61655,11.5,21089278,3398053,2478268,919785,16.1,11.8,4.4,5938400,545950,44009,1066,13645,429643,5073,126155,516395,7620336,353906,41169,964326,194306,1553707,9174043
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_8,,551120,198649563,10992585,8774348,2218237,5.5,4.4,1.1,82265,14.9,28065340,4731387,3283098,1448289,16.9,11.7,5.2,6549031,731319,45077,1932,17241,493405,6446,203099,642043,8689593,431486,70369,1439216,261320,2202391,10891984
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_9,,565965,203944179,12380534,9529360,2851174,6.1,4.7,1.4,97955,17.3,33446840,5950843,3951563,1999280,17.8,11.8,6,7017520,879323,44237,2143,15021,457947,5198,273876,743744,9439009,462207,116614,1921652,328465,2828938,12267947
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_10,,567730,205633699,13086580,9528376,3558204,6.4,4.6,1.7,103880,18.3,35845160,6871448,4220759,2650689,19.2,11.8,7.4,6965878,930078,43388,22934,12207,311350,3885,320221,828296,9438237,419948,183098,2529778,397609,3530433,12968670
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_11,,565690,168502604,11590805,8331051,3259754,6.9,4.9,1.9,112955,20,32981442,6642777,4052701,2590076,20.1,12.3,7.9,5596217,765052,34902,761153,7994,130495,1608,202504,780175,8280100,217032,210414,2440152,376584,3244182,11524282
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_12_and_above,,730,186880,14173,9037,5136,7.6,4.8,2.7,210,28.8,51260,8728,5423,3305,17,10.6,6.4,3620,473,81,3257,9,220,0,87,1178,8925,261,247,1451,3166,5125,14050
six half terms,201213,National,E92000001,England,State-funded secondary,,NC_Year_Not_followed_or_missing,,13175,372464,91935,47502,44433,24.7,12.8,11.9,6670,50.6,192535,87572,44268,43304,45.5,23,22.5,14940,1830,61,113,213,607,22,5101,24456,47343,2202,507,35641,5913,44263,91606
six half terms,201213,National,E92000001,England,State-funded secondary,,FSM_eligible,,445340,153344792,13960148,8852272,5107876,9.1,5.8,3.3,139605,31.3,46853387,9405491,5217524,4187967,20.1,11.1,8.9,6326231,752491,53131,53844,20886,205441,4007,420227,938072,8774330,330848,221258,3984592,527833,5064531,13838861
six half terms,201213,National,E92000001,England,State-funded secondary,,FSM_Not_eligible,,2367075,833406583,43744572,35473244,8271328,5.2,4.3,1,312215,13.2,105317164,18049819,12763052,5286767,17.1,12.1,5,26169503,3135513,160511,738538,45161,1685675,18846,655989,2540113,35149849,1585050,403837,5200720,1028747,8218354,43368203
six half terms,201213,National,E92000001,England,State-funded secondary,,FSM_unclassified,,39010,2905315,582998,322279,260719,20.1,11.1,9,19550,50.1,1441854,534428,282240,252188,37.1,19.6,17.5,127208,14979,1248,282,3125,6028,341,59736,108677,321624,12027,4665,217000,26350,260042,581666
six half terms,201213,National,E92000001,England,State-funded secondary,,FSM_eligible_in_last_6_years,,783770,274488990,22830057,15027359,7802698,8.3,5.5,2.8,216695,27.6,73900802,14439359,8239256,6200103,19.5,11.1,8.4,10843576,1265630,90492,105636,26562,413831,7007,654398,1493193,14900325,620679,348631,5939121,836625,7745056,22645381
six half terms,201213,National,E92000001,England,State-funded secondary,,FSM_not_eligible_in_last_6_years,,1987405,706623231,34375670,28984466,5391204,4.9,4.1,0.8,223120,11.2,76638160,12656895,9536171,3120724,16.5,12.4,4.1,21447173,2598065,122580,679617,37577,1463984,15622,407226,1943048,28714892,1275019,270510,3116189,693534,5355252,34070144
